Annotation_source,taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Animal_pathogen,Plant_pathogen,pathogen_type
microbe-directory,Clostridium autoethanogenum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium autoethanogenum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Formosa agariphila,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa agariphila,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Plantactinospora sp. KBS50,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Glutamicibacter mishrai,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Glutamicibacter,Glutamicibacter mishrai,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Methylobacterium sp. DM1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Methylobacterium sp. DM1,NA,NA,NA
microbe-directory,Acinetobacter soli,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter soli,0,0,NA
microbe-directory,Scheffersomyces stipitis,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Acidibrevibacterium fodinaquatile,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidibrevibacterium,Acidibrevibacterium fodinaquatile,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Halapricum salinum,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halapricum,Halapricum salinum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Ketogulonicigenium robustum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Ketogulonicigenium,Ketogulonicigenium robustum,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Nocardia sp. CFHS0054,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. CFHS0054,NA,NA,NA
microbe-directory,Desulfotomaculum ruminis,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum ruminis,0,0,NA
microbe-directory,Lactococcus raffinolactis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus raffinolactis,0,0,NA
microbe-directory,Methylobacterium mesophilicum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium mesophilicum,0,1,2
gtdb_bac_meta-ssu_silva_taxonomy,Sulfitobacter sp. SK011,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp. SK011,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Sulfitobacter sp. SK012,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter sp. SK012,,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Stenotrophomonas sp. MYb57,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. MYb57,NA,NA,NA
microbe-directory,Legionella anisa,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella anisa,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Maritalea myrionectae,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Maritalea,Maritalea myrionectae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Janthinobacterium svalbardensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium svalbardensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Phaeobacter piscinae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Phaeobacter,Phaeobacter piscinae,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Leifsonia sp. 21MFCrub1.1,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Leifsonia,Leifsonia sp. 21MFCrub1.1,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Streptomyces nitrosporeus,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces nitrosporeus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. FDAARGOS_380,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. FDAARGOS_380,NA,NA,NA
microbe-directory,Bacillus clausii,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii,NA,NA,NA
microbe-directory,Vulcanisaeta distributa,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Ephemeroptericola cinctiostellae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ephemeroptericola,Ephemeroptericola cinctiostellae,NA,NA,NA
microbe-directory,Pseudocowpox virus,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Parapoxvirus,Pseudocowpox virus,1,0,1
microbe-directory,Streptococcus australis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis,NA,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Enterobacteriaceae bacterium ENNIH1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacteriaceae bacterium ENNIH1,,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Streptomyces sp. GBA 94-10,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. GBA 94-10,NA,NA,NA
microbe-directory,Mycobacterium phage Myrna,Viruses,Viruses noname,Viruses noname,Caudovirales,Myoviridae,Myoviridae noname,Mycobacterium phage Myrna,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Phaeobacter sp. LSS9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter sp. LSS9,NA,NA,NA
microbe-directory,Thermoplasma acidophilum,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,Thermoplasma acidophilum,0,0,NA
microbe-directory,Clostridium botulinum,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,NA,NA,NA
microbe-directory,Methanohalophilus mahii,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalophilus,Methanohalophilus mahii,0,0,NA
microbe-directory,Desulfitobacterium hafniense,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense,NA,NA,NA
microbe-directory,Thermus aquaticus,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus aquaticus,0,0,NA
gtdb_bac_meta-ssu_gg_taxonomy,Bacillus muralis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,muralis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Spiroplasma clarkii,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma clarkii,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Mycobacterium sp. EPa45,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. EPa45,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Halomonas venusta,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas venusta,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pandoraea vervacti,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,Pandoraea vervacti,NA,NA,NA
microbe-directory,Serratia proteamaculans,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia proteamaculans,NA,1,2
gtdb_bac_meta-ncbi_taxonomy,Komagataeibacter europaeus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter europaeus,NA,NA,NA
microbe-directory,Cupriavidus pinatubonensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pinatubonensis,NA,NA,NA
microbe-directory,Lactobacillus amylolyticus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus amylolyticus,0,0,NA
microbe-directory,Thalassospira xiamenensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,Thalassospira xiamenensis,0,0,NA
microbe-directory,Methanohalobium evestigatum,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanohalobium,Methanohalobium evestigatum,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Hyphomonas sp. CACIAM 19H1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,Hyphomonas sp. CACIAM 19H1,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Bordetella sp. HZ20,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,GKS98 freshwater group,Bordetella sp. HZ20,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Flavobacterium sp. HYN0086,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. HYN0086,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Metallosphaera hakonensis,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera hakonensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Sulfurovum lithotrophicum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum lithotrophicum,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Paenibacillus sp. RUD330,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. RUD330,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Modestobacter marinus,Bacteria,Actinobacteria,Actinomycetia,Geodermatophilales,Geodermatophilaceae,Modestobacter,Modestobacter marinus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Nocardia arthritidis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia arthritidis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudonocardia sp. AL041005-10,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp. AL041005-10,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Acidovorax cattleyae,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax cattleyae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Clostridium argentinense,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium argentinense,NA,NA,NA
microbe-directory,Musca hytrovirus,Viruses,Viruses noname,Viruses noname,Viruses noname,Hytrosaviridae,Muscavirus,Musca hytrovirus,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Chryseobacterium gallinarum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium gallinarum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Paenibacillus lutimineralis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lutimineralis,NA,NA,NA
microbe-directory,Streptococcus intermedius,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus intermedius,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Cronobacter muytjensii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter muytjensii,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Paraburkholderia caribensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia caribensis,NA,NA,NA
microbe-directory,Cycloclasticus zancles,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,Cycloclasticus zancles,NA,NA,NA
microbe-directory,Vibrio rotiferianus,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio rotiferianus,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Nostoc sp. NIES-2111,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc PCC-7524,Nostoc sp. NIES-2111,NA,NA,NA
microbe-directory,Thermococcus kodakarensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Rhodococcus sp. WMMA185,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. WMMA185,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Gramella sp. MAR_2010_147,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella sp. MAR_2010_147,NA,NA,NA
microbe-directory,Stackebrandtia nassauensis,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Glycomycetaceae,Stackebrandtia,Stackebrandtia nassauensis,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. LTGT-11-2Z,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. LTGT-11-2Z,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Paenibacillus borealis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus borealis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Lactobacillus koreensis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Lactobacillus koreensis,NA,NA,NA
microbe-directory,Thermoanaerobacter italicus,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter,Thermoanaerobacter italicus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Marinobacterium aestuarii,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium aestuarii,NA,NA,NA
microbe-directory,Desulfosporosinus meridiei,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus meridiei,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Candidatus Planktophila dulcis,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,Candidatus Planktophila dulcis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Advenella mimigardefordensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella mimigardefordensis,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Thermococcus profundus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus profundus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Auricoccus indicus,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Auricoccus-Abyssicoccus,Auricoccus indicus,NA,NA,NA
microbe-directory,Magnaporthe oryzae chrysovirus 1,Viruses,Viruses noname,Viruses noname,Viruses noname,Chrysoviridae,Chrysovirus,Magnaporthe oryzae chrysovirus 1,0,1,2
gtdb_bac_meta-ncbi_taxonomy,Lacimicrobium alkaliphilum,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Lacimicrobium,Lacimicrobium alkaliphilum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Bifidobacterium actinocoloniiforme,Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium actinocoloniiforme,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Flavobacterium arcticum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium arcticum,NA,NA,NA
microbe-directory,Molluscum contagiosum virus,Viruses,Viruses noname,Viruses noname,Viruses noname,Poxviridae,Molluscipoxvirus,Molluscum contagiosum virus,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Streptomyces anulatus,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces anulatus,NA,NA,NA
microbe-directory,Spiroplasma chrysopicola,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma chrysopicola,NA,1,2
gtdb_ar_meta-ncbi_taxonomy,Thermococcus guaymasensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus guaymasensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Mycobacterium stomatepiae,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium stomatepiae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Lysobacter alkalisoli,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter alkalisoli,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Thermococcus litoralis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus litoralis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Akkermansia glycaniphila,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia glycaniphila,NA,NA,NA
microbe-directory,Gallibacterium anatis,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Oryzomicrobium terrae,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Oryzomicrobium,Oryzomicrobium terrae,NA,NA,NA
microbe-directory,Candidatus Endolissoclinum faulkneri,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Candidatus Endolissoclinum,Candidatus Endolissoclinum faulkneri,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Neisseria sp. 10022,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,Neisseria sp. 10022,NA,NA,NA
microbe-directory,Thermosynechococcus elongatus,Bacteria,Cyanobacteria,Cyanobacteria noname,Chroococcales,Chroococcales noname,Thermosynechococcus,Thermosynechococcus elongatus,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Acetobacter pomorum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter pomorum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Bordetella flabilis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella flabilis,NA,NA,NA
microbe-directory,Oenococcus oeni,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus oeni,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Lacrimispora saccharolytica,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Sphingobacterium psychroaquaticum,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium psychroaquaticum,NA,NA,NA
microbe-directory,Bacteroides vulgatus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,1,NA,1
gtdb_ar_meta-ncbi_taxonomy,Geoglobus ahangari,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus ahangari,NA,NA,NA
microbe-directory,Shigella sonnei,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella sonnei,0,0,NA
microbe-directory,Acinetobacter johnsonii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,NA,NA,NA
microbe-directory,Marinomonas posidonica,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas posidonica,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Undibacterium parvum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,Undibacterium parvum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Pseudothermotoga hypogea,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga hypogea,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Mycolicibacterium arabiense,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium arabiense,NA,NA,NA
microbe-directory,Methanosalsum zhilinae,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosalsum,Methanosalsum zhilinae,0,0,NA
microbe-directory,Staphylococcus simiae,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus simiae,1,0,1
microbe-directory,Edwardsiella tarda,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella,Edwardsiella tarda,0,0,NA
gtdb_ar_meta-ncbi_taxonomy,Saccharolobus solfataricus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Enterobacter sp. ODB01,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. ODB01,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Staphylospora marina,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Staphylospora,Staphylospora marina,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Roseiflexus sp. RS-1,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus sp. RS-1,NA,NA,NA
microbe-directory,Clostridium kluyveri,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium kluyveri,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Bordetella bronchiseptica,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella bronchiseptica,NA,NA,NA
microbe-directory,Naumovozyma dairenensis,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Methanosarcina vacuolata,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina vacuolata,NA,NA,NA
microbe-directory,Pseudoalteromonas atlantica,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,1,NA,1
microbe-directory,Faecalibacterium prausnitzii,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Mycoplasma sp. Phocoena C-264-GEN,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma sp. Phocoena C-264-GEN,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Streptococcus koreensis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus koreensis,NA,NA,NA
gtdb_ar_meta-ssu_silva_taxonomy,Methanocaldococcus sp. FS406-22,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus sp. FS406-22,NA,NA,NA
